date,price,High,Low,Open,Volume,return,log_return,cumulative,asset
2013-06-06,103.61000061035156,103.94000244140625,102.9000015258789,103.0,4502,0.005531829287263923,0.005516584913308209,0.0,COM_CRUDE
2013-06-07,104.55999755859375,105.0,102.9000015258789,104.12999725341797,7588,0.009168969623066126,0.009127189812117084,0.009168969623066126,COM_CRUDE
2013-06-10,103.94999694824219,104.38999938964844,103.72000122070312,104.16999816894531,4235,-0.005833976899336957,-0.005851061020551351,0.0032815011667575167,COM_CRUDE
2013-06-11,102.95999908447266,103.0,101.81999969482422,102.7699966430664,4916,-0.00952378925285069,-0.009569430550279017,-0.006273540411638301,COM_CRUDE
2013-06-12,103.48999786376953,104.05000305175781,102.91000366210938,103.30000305175781,3238,0.005147618337312254,0.0051344146423762844,-0.0011582158659889652,COM_CRUDE
2013-06-13,104.25,104.25,103.08999633789062,103.08999633789062,34,0.007343725499259435,0.00731689164073167,0.0061770040138817706,COM_CRUDE
2013-06-14,104.29000091552734,104.29000091552734,104.29000091552734,104.29000091552734,4848,0.0003837018276005022,0.00038362823287926774,0.006563075969211463,COM_CRUDE
2013-06-18,106.0199966430664,106.22000122070312,105.26000213623047,105.27999877929688,4524,0.016588318269747937,0.01645223498465894,0.023260264631965066,COM_CRUDE
2013-06-19,106.12000274658203,106.52999877929688,105.45999908447266,106.33999633789062,4520,0.0009432758600464997,0.0009428312549406356,0.02422548133813729,COM_CRUDE
2013-06-20,102.1500015258789,104.44000244140625,101.75,104.22000122070312,9237,-0.03741048923814694,-0.03812821895012868,-0.01409129500889883,COM_CRUDE
2013-06-21,100.91000366210938,102.69999694824219,100.08000183105469,102.62999725341797,7294,-0.012138990163944263,-0.012213269433977223,-0.02605923108133279,COM_CRUDE
2013-06-24,101.16000366210938,101.62000274658203,99.72000122070312,100.79000091552734,8744,0.0024774550681527785,0.002474391235640326,-0.02364633658729476,COM_CRUDE
2013-06-25,101.26000213623047,101.91000366210938,100.94000244140625,101.8499984741211,5444,0.0009885178974005093,0.000988029635327808,-0.022681193516818743,COM_CRUDE
2013-06-26,101.66000366210938,101.87000274658203,100.2699966430664,101.22000122070312,6116,0.003950242123644809,0.003942460403614052,-0.018820547599218584,COM_CRUDE
2013-06-27,102.81999969482422,103.33999633789062,101.83000183105469,102.06999969482422,8070,0.011410544864530525,0.01134593561743404,-0.0076247554374438975,COM_CRUDE
2013-06-28,102.16000366210938,103.30000305175781,101.87999725341797,102.91000366210938,8321,-0.006418946067630382,-0.006439636088214066,-0.01399475861114241,COM_CRUDE
2013-07-01,103.0,103.69000244140625,102.5199966430664,102.72000122070312,7087,0.008222360099642056,0.00818874065854965,-0.005887468456308609,COM_CRUDE
2013-07-02,104.0,104.11000061035156,102.9800033569336,102.9800033569336,5326,0.009708737864077666,0.00966191091173689,0.003764109519843739,COM_CRUDE
2013-07-03,105.76000213623047,106.0199966430664,104.80000305175781,104.80000305175781,6544,0.016923097463754422,0.01678149716085408,0.020750907375866712,COM_CRUDE
2013-07-05,107.72000122070312,107.8499984741211,106.18000030517578,106.3499984741211,7411,0.01853251744405182,0.018362882973357655,0.03966799137284194,COM_CRUDE
2013-07-08,107.43000030517578,107.66000366210938,106.80000305175781,107.08999633789062,4529,-0.002692173340521742,-0.0026958037564393245,0.03686902492347399,COM_CRUDE
2013-07-09,107.80999755859375,108.16999816894531,106.8499984741211,107.18000030517578,5029,0.003537161429195912,0.003530920386428436,0.04053659804556142,COM_CRUDE
2013-07-10,108.51000213623047,108.62000274658203,107.87000274658203,108.13999938964844,4574,0.006492946790544796,0.006471958413487995,0.047292746810285724,COM_CRUDE
2013-07-11,107.7300033569336,108.54000091552734,107.30999755859375,108.19000244140625,4952,-0.007188266186905157,-0.007214226252340975,0.039764527770598246,COM_CRUDE
2013-07-12,108.80999755859375,109.05999755859375,107.7699966430664,107.80000305175781,4515,0.010025008521367118,0.009975091458866428,0.05018817602171377,COM_CRUDE
2013-07-15,109.08999633789062,109.08999633789062,108.48999786376953,108.48999786376953,4334,0.0025732817349444215,0.0025699765144621394,0.052890606073324964,COM_CRUDE
2013-07-16,109.4000015258789,109.4000015258789,109.1500015258789,109.1500015258789,18,0.0028417379997711656,0.0028377078955364047,0.055882645318205526,COM_CRUDE
2013-07-17,109.36000061035156,109.36000061035156,109.36000061035156,109.36000061035156,3702,-0.0003656390765029993,-0.00036570593876893376,0.055496573362876056,COM_CRUDE
2013-07-19,108.06999969482422,109.16999816894531,107.04000091552734,108.95999908447266,6176,-0.011795911744035159,-0.011866035505613746,0.043046028937355985,COM_CRUDE
2013-07-22,108.1500015258789,108.66000366210938,107.58000183105469,108.37000274658203,8730,0.0007402778873009108,0.0007400040167775577,0.04381817284801515,COM_CRUDE
2013-07-23,108.41999816894531,108.5999984741211,107.79000091552734,108.0199966430664,9570,0.002496501518789218,0.0024933904356792486,0.04642406650187003,COM_CRUDE
