date,price,high,low,open,volume,return,log_return,cumulative,asset,garch_vol,scale_used
2017-07-03,49.68000030517578,49.70000076293945,48.540000915527344,48.88999938964844,17462,0.0367279257821642,0.03606952817151694,-0.5205096031993237,COM_CRUDE,0.21551457876000893,0.026246983678493496
2017-07-05,47.790000915527344,49.88999938964844,47.279998779296875,49.599998474121094,40863,-0.0380434657415155,-0.038786012020686815,-0.538751079683396,COM_CRUDE,0.2589135960083032,0.026246983678493496
2017-07-06,48.11000061035156,49.16999816894531,47.779998779296875,48.29999923706055,25556,0.0066959549841785,0.0066736366505802626,-0.5356625776764551,COM_CRUDE,0.298416676628404,0.026246983678493496
2017-07-07,46.709999084472656,47.9900016784668,46.279998779296875,47.97999954223633,28644,-0.0291000105615811,-0.029531813484172807,-0.5491748015702076,COM_CRUDE,0.28577789311648255,0.026246983678493496
2017-07-10,46.880001068115234,47.369998931884766,46.119998931884766,46.900001525878906,21447,0.0036395201664451,0.0036329131390112797,-0.5475340141689806,COM_CRUDE,0.30062859310625956,0.026246983678493496
2017-07-11,47.52000045776367,48.16999816894531,46.29999923706055,47.02000045776367,22689,0.0136518638026168,0.013559516634678477,-0.5413570101550989,COM_CRUDE,0.2868217738917251,0.026246983678493496
2017-07-12,47.7400016784668,48.75,47.349998474121094,48.209999084472656,31345,0.0046296552732287,0.004618971381720108,-0.539233651218634,COM_CRUDE,0.2796740267718551,0.026246983678493496
2017-07-13,48.41999816894531,48.529998779296875,47.18000030517578,47.650001525878906,22846,0.0142437466814171,0.014143257624646107,-0.5326706120672706,COM_CRUDE,0.2676350631501446,0.026246983678493496
2017-07-14,48.90999984741211,49.08000183105469,48.15999984741211,48.400001525878906,22014,0.0101198202601557,0.010068957737667309,-0.5279413226591028,COM_CRUDE,0.2628262009811047,0.026246983678493496
2017-07-17,48.41999816894531,49.25,48.310001373291016,49.060001373291016,17905,-0.0100184354936718,-0.01006895773766732,-0.5326706120672706,COM_CRUDE,0.25494233395314236,0.026246983678493496
