date,price,high,low,open,volume,return,log_return,cumulative,asset,garch_vol,scale_used
2013-06-07,56.8380012512207,57.108001708984375,56.6879997253418,56.74800109863281,0,0.0020274259001287,0.002025373445902846,0.0020274259001287,FX_USDINR,0.03900320321117423,0.004673882344899262
2013-06-10,56.8380012512207,58.150001525878906,56.6879997253418,56.74800109863281,0,0.0,0.0,0.0020274259001287,FX_USDINR,0.03866533648080792,0.004673882344899262
2013-06-11,56.8380012512207,58.97800064086914,56.6879997253418,56.74800109863281,0,0.0,0.0,0.0020274259001287,FX_USDINR,0.03762015621047961,0.004673882344899262
2013-06-12,56.8380012512207,58.97800064086914,56.6879997253418,56.74800109863281,0,0.0,0.0,0.0020274259001287,FX_USDINR,0.03663450110909357,0.004673882344899262
2013-06-13,57.827999114990234,58.54499816894531,57.779998779296875,57.827999114990234,0,0.017417886659909,0.017267934006763897,0.0194806260345776,FX_USDINR,0.03570578286604208,0.004673882344899262
2013-06-14,57.99800109863281,57.99800109863281,57.400001525878906,57.99800109863281,0,0.0029397867165441,0.0029354739938306407,0.0224776816367682,FX_USDINR,0.07251166209965343,0.004673882344899262
2013-06-17,57.49800109863281,58.01300048828125,57.49800109863281,57.49800109863281,0,-0.0086209867672799,-0.008658362438850578,0.0136629150735385,FX_USDINR,0.07061386976196349,0.004673882344899262
2013-06-18,58.10300064086914,58.87799835205078,58.00299835205078,58.10300064086914,0,0.0105220969542663,0.010467124969573237,0.0243287745448868,FX_USDINR,0.07507994476553011,0.004673882344899262
2013-06-19,58.8380012512207,58.88999938964844,58.61800003051758,58.8380012512207,0,0.0126499595932154,0.012570617271827398,0.0372864921530473,FX_USDINR,0.08187509105483687,0.004673882344899262
2013-06-20,58.7130012512207,59.95800018310547,58.7130012512207,58.7130012512207,0,-0.0021244773333867,-0.0021267372366662544,0.0350828005122398,FX_USDINR,0.09132295429853862,0.004673882344899262
2013-06-21,59.56800079345703,59.75299835205078,59.14799880981445,59.56800079345703,0,0.014562354572507,0.014457341748813737,0.0501560432652028,FX_USDINR,0.088089897007778,0.004673882344899262
2013-06-24,59.26800155639648,59.810001373291016,59.26800155639648,59.26800155639648,0,-0.0050362482048162,-0.005048972843745355,0.0448671967775313,FX_USDINR,0.10000610426034846,0.004673882344899262
2013-06-25,59.80799865722656,59.80799865722656,59.43299865722656,59.80799865722656,0,0.0091111069489366,0.00906985121494543,0.0543870935548072,FX_USDINR,0.09782270201081515,0.004673882344899262
2013-06-26,59.65800094604492,60.74800109863281,59.60300064086914,59.65800094604492,0,-0.002507987469056,-0.002511137737954076,0.0517427039366373,FX_USDINR,0.09971382833221164,0.004673882344899262
2013-06-27,60.7130012512207,60.7130012512207,60.11800003051758,60.7130012512207,0,0.0176841377258003,0.017529592699271693,0.0703418667651585,FX_USDINR,0.0962052143593762,0.004673882344899262
2013-06-28,60.1879997253418,60.1879997253418,59.209999084472656,60.1879997253418,0,-0.0086472668960398,-0.008684871449774553,0.0610863349732346,FX_USDINR,0.11272588641614761,0.004673882344899262
2013-07-01,59.5260009765625,59.59600067138672,58.95899963378906,59.5260009765625,0,-0.0109988494683361,-0.011059784031826761,0.0494156061019555,FX_USDINR,0.11282948104295082,0.004673882344899262
2013-07-02,59.37799835205078,59.70500183105469,59.1879997253418,59.37799835205078,0,-0.0024863525532311,-0.0024894486608153747,0.0468063889303231,FX_USDINR,0.11570656411036107,0.004673882344899262
2013-07-03,59.54800033569336,60.43899917602539,59.54800033569336,59.54800033569336,0,0.0028630467237147,0.002858956011517051,0.0498034445325137,FX_USDINR,0.11142904660109886,0.004673882344899262
2013-07-04,60.21900177001953,60.387001037597656,59.90299987792969,60.21900177001953,0,0.0112682446185177,0.011205230877771501,0.0616328865468687,FX_USDINR,0.10747738502919621,0.004673882344899262
2013-07-05,60.17499923706055,61.3849983215332,60.0099983215332,60.17499923706055,0,-0.0007307084419471,-0.0007309755394822226,0.0608571424344202,FX_USDINR,0.11112869523647263,0.004673882344899262
2013-07-08,60.222999572753906,61.20000076293945,60.222999572753906,60.222999572753906,0,0.0007976790411623,0.0007973610643203981,0.0617033659426073,FX_USDINR,0.10670709417802882,0.004673882344899262
2013-07-09,60.6879997253418,60.6879997253418,59.803001403808594,60.6879997253418,0,0.0077213050808957,0.0076916483660236816,0.0699011015364643,FX_USDINR,0.10248723607564689,0.004673882344899262
