date,price,high,low,open,volume,return,log_return,cumulative,asset,garch_vol,scale_used
2013-06-07,36.65079498291016,36.75303106340078,36.65079498291016,36.75303106340078,70800,-0.0019885882623016,-0.0019905681291353993,-0.0019885882623016,BOND_BNDX,0.014530429445564281,0.0017412292339612345
2013-06-10,36.387916564941406,36.70191768562767,36.36600743696882,36.70191768562767,128800,-0.007172516123902,-0.0071983622798096735,-0.0091468412048285,BOND_BNDX,0.015922196521132196,0.0017412292339612345
2013-06-11,36.3806266784668,36.585093381044565,36.36602151604697,36.585093381044565,50800,-0.0002003381111859,-0.00020035818154592948,-0.0093453468551241,BOND_BNDX,0.030684555137915223,0.0017412292339612345
2013-06-12,36.526668548583984,36.65811219963615,36.42443521679882,36.51206338895048,196200,0.004014275823446,0.0040062401161045985,-0.0053685858316202,BOND_BNDX,0.02950908640485605,0.0017412292339612345
2013-06-13,36.40251159667969,36.541259165153114,36.40251159667969,36.5193500415978,105400,-0.0033990768071048,-0.003404866792802383,-0.0087494144031378,BOND_BNDX,0.03198441797964938,0.0017412292339612345
2013-06-14,36.49015426635742,36.60699274888767,36.49015426635742,36.60699274888767,99900,0.0024075995263395,0.0024047059021281105,-0.006362879962771,BOND_BNDX,0.03320051314645419,0.0017412292339612345
2013-06-17,36.51933670043945,36.58505847579958,36.43901256224129,36.58505847579958,99400,0.0007997344672487,0.0007994148500343221,-0.0055682341099395,BOND_BNDX,0.033109262276071125,0.0017412292339612345
2013-06-18,36.46091842651367,36.54854653065902,36.39519665199286,36.54854653065902,138400,-0.0015996532030407,-0.0016009340143105875,-0.007158980069451,BOND_BNDX,0.03195150802146878,0.0017412292339612345
2013-06-19,36.37331008911133,36.59238186135085,36.2929831226388,36.59238186135085,86100,-0.0024028011685695,-0.002405692527800153,-0.0095445796323438,BOND_BNDX,0.03127063573743986,0.0017412292339612345
2013-06-20,36.25648498535156,36.29299649657115,36.11043615482346,36.29299649657115,125300,-0.003211835916873,-0.0032170049328397077,-0.0127257599255422,BOND_BNDX,0.03133809046193392,0.0017412292339612345
2013-06-21,36.183448791503906,36.51205786945882,36.08121547517325,36.51205786945882,217900,-0.0020144311804403,-0.002016462875862936,-0.0147145559383936,BOND_BNDX,0.032370218702016285,0.0017412292339612345
2013-06-24,36.168827056884766,36.18343220761647,35.869428431003996,36.139619541069024,312900,-0.0004041000818743,-0.0004041817523151512,-0.0151127098670085,BOND_BNDX,0.031983812160280095,0.0017412292339612345
2013-06-25,36.051979064941406,36.21263289468918,36.03007273748378,36.21263289468918,262900,-0.0032306270745132,-0.0032358568167627625,-0.018294513411856,BOND_BNDX,0.03077659195657544,0.0017412292339612345
2013-06-26,36.03738784790039,36.1615302513222,36.03008666447464,36.11771479382368,1223000,-0.0004047272138578,-0.00040480913802205955,-0.0186918363382718,BOND_BNDX,0.031897739917110236,0.0017412292339612345
2013-06-27,36.12502670288086,36.24186516290904,36.000884272173565,36.24186516290904,2004500,0.0024318869988679,0.0024289347470734537,-0.01630540577318,BOND_BNDX,0.030694596520425534,0.0017412292339612345
2013-06-28,36.08119583129883,36.11040613024703,36.000868902015,36.11040613024703,2443200,-0.0012133104272151,-0.0012140470842342843,-0.0174989326815505,BOND_BNDX,0.030835607969885635,0.0017412292339612345
2013-07-01,36.157222747802734,36.20839530350204,36.149913577857895,36.20839530350204,2231000,0.0021071063403601,0.002104889505320613,-0.0154286984531932,BOND_BNDX,0.029979407704970103,0.0017412292339612345
2013-07-02,36.12799453735352,36.193788247218514,36.04758248191516,36.04758248191516,90000,-0.0008083643661761,-0.0008086912688331368,-0.0162245908093234,BOND_BNDX,0.029850854172861534,0.0017412292339612345
2013-07-03,36.24495315551758,36.281504586299015,36.113365773748086,36.27419262692547,37200,0.0032373404519627,0.0032321115474850085,-0.0130397748815043,BOND_BNDX,0.028858023508619962,0.0017412292339612345
2013-07-05,36.06950759887695,36.127989338844024,35.87212649768342,36.127989338844024,139400,-0.0048405513420816,-0.004852304754733459,-0.0178172065237827,BOND_BNDX,0.030201201489636505,0.0017412292339612345
2013-07-08,36.17919921875,36.25230216063922,36.149956926514925,36.25230216063922,202800,0.0030411177522273,0.003036502907459547,-0.0148302729946099,BOND_BNDX,0.034096971706287435,0.0017412292339612345
2013-07-09,36.20841598510742,36.281521669788184,36.149934226059536,36.281521669788184,62400,0.0008075570213914,0.0008072311226627945,-0.0140346922643044,BOND_BNDX,0.03461551226247574,0.0017412292339612345
2013-07-10,36.2230339050293,36.40579391745497,36.171861324645825,36.40579391745497,57000,0.0004037160843459,0.00040363461293440185,-0.0136366422109645,BOND_BNDX,0.03338725708109443,0.0017412292339612345
2013-07-11,36.27422332763672,36.369259359058574,36.201120404203145,36.33270789734179,89000,0.0014131732516284,0.0014121756620429418,-0.0122427398973504,BOND_BNDX,0.03211555664795329,0.0017412292339612345
2013-07-12,36.237667083740234,36.33270310262047,36.2157367673438,36.29615164572727,423300,-0.0010077746824873,-0.0010082828288193845,-0.0132381766565249,BOND_BNDX,0.03130152532626572,0.0017412292339612345
2013-07-15,36.2230339050293,36.39848474398439,36.18648246028346,36.31806989232566,1037900,-0.0004038112794932,-0.000403892833223633,-0.0136366422109645,BOND_BNDX,0.030317276749999175,0.0017412292339612345
2013-07-16,36.2961311340332,36.37654317827676,36.20840434062887,36.33268257027042,586200,0.0020179764399512,0.0020159430605767624,-0.0116461841937148,BOND_BNDX,0.029187124705549794,0.0017412292339612345
2013-07-17,36.33269500732422,36.34731614456324,36.28883159560716,36.34000418159534,230000,0.0010073766031974,0.0010068695398943947,-0.0106505396839906,BOND_BNDX,0.02903569457667392,0.0017412292339612345
2013-07-18,36.31806945800781,36.36193286439616,36.18648202753923,36.34731172893338,161500,-0.0004025451267366,-0.00040262616977589956,-0.0110487974878803,BOND_BNDX,0.028170962040663904,0.0017412292339612345
2013-07-19,36.18648147583008,36.34731117477217,36.164551167318486,36.33999921280404,91100,-0.0036232097174074,-0.003629789439686083,-0.0146319750948641,BOND_BNDX,0.027141135465007748,0.0017412292339612345
2013-07-22,36.2961311340332,36.36192483473854,36.22302547286292,36.34730370250448,54000,0.0030301276535096,0.0030255460695675493,-0.0116461841937148,BOND_BNDX,0.029340637945874614,0.0017412292339612345
2013-07-23,36.3619384765625,36.39117796330449,36.19379678713745,36.37655682558506,88100,0.0018130676871948,0.0018114260639255217,-0.0098542318267609,BOND_BNDX,0.03033746027590699,0.0017412292339612345
2013-07-24,36.27422332763672,36.325395931779774,36.18649926177687,36.325395931779774,98000,-0.0024122792293463,-0.0024151934624592345,-0.0122427398973504,BOND_BNDX,0.029921701591748406,0.0017412292339612345
2013-07-25,36.2303352355957,36.28881697228859,36.04026331677857,36.28881697228859,108900,-0.0012098974978625,-0.0012106300147467742,-0.0134378249348442,BOND_BNDX,0.03011521478847195,0.0017412292339612345
2013-07-26,36.33269500732422,36.33269500732422,36.06952011441542,36.1864864236308,53000,0.0028252504720946,0.00282126695317498,-0.0106505396839906,BOND_BNDX,0.02929755904159284,0.0017412292339612345
2013-07-29,36.27422332763672,36.325395931779774,36.18649926177687,36.325395931779774,635200,-0.0016093405588468,-0.0016106369384282337,-0.0122427398973504,BOND_BNDX,0.030030674577299115,0.0017412292339612345
2013-07-30,36.25959014892578,36.28152324963343,36.14993580017492,36.25959014892578,80100,-0.0004034043287093,-0.000403485718124842,-0.0126412054517899,BOND_BNDX,0.02947859312017396,0.0017412292339612345
2013-07-31,36.17919921875,36.29616559899183,36.040299724982624,36.28885363158382,76500,-0.0022170942872106,-0.002219555679515317,-0.0148302729946099,BOND_BNDX,0.028387482057827537,0.0017412292339612345
2013-08-01,36.20113754272461,36.376834115873955,36.16453432270572,36.376834115873955,65600,0.0006063794790471,0.0006061957052982103,-0.0142328862887753,BOND_BNDX,0.028504533171040857,0.0017412292339612345
2013-08-02,36.34022521972656,36.34022521972656,36.20113188832167,36.30362200542488,57100,0.0038420802892671,0.0038347183495431214,-0.0104454898913776,BOND_BNDX,0.02750965137699459,0.0017412292339612345
2013-08-05,36.28165435791016,36.340218932130746,36.2377288327604,36.340218932130746,71400,-0.0016117363462186,-0.0016130365905318211,-0.0120403908618843,BOND_BNDX,0.030001829382994536,0.0017412292339612345
2013-08-06,36.26703643798828,36.3109591994638,36.21579135450177,36.3109591994638,86100,-0.0004029011405508,-0.000402982327023091,-0.0124384409152242,BOND_BNDX,0.029453400979762828,0.0017412292339612345
2013-08-07,36.27436065673828,36.34024760011673,36.20115418305021,36.325605746849526,65500,0.0002019525020338,0.0002019321123723857,-0.0122390003874547,BOND_BNDX,0.028363371309833147,0.0017412292339612345
2013-08-08,36.288970947265625,36.31825462833023,36.237725901725334,36.31825462833023,45800,0.0004027718273411,0.00040269073654204305,-0.0118411580846645,BOND_BNDX,0.027294331965523274,0.0017412292339612345
2013-08-09,36.332916259765625,36.34023578769603,36.14257502181045,36.14257502181045,43100,0.0012109826030575,0.0012102499550480773,-0.0106445149180476,BOND_BNDX,0.026306068417373953,0.0017412292339612345
2013-08-12,36.34022521972656,36.362186589778325,36.25969647267512,36.362186589778325,47500,0.0002011663448284,0.00020114611359251184,-0.0104454898913776,BOND_BNDX,0.02571095269544757,0.0017412292339612345
2013-08-13,36.23040390014648,36.31092982859904,36.135233339517576,36.25968478656317,56600,-0.0030220318920991,-0.0030266074511264875,-0.0134359551798963,BOND_BNDX,0.024765254441806293,0.0017412292339612345
2013-08-14,36.20113754272461,36.25238260928039,36.0107963303917,36.2304212357984,64200,-0.0008077844647422,-0.0008081108984166682,-0.0142328862887753,BOND_BNDX,0.026328827646347162,0.0017412292339612345
2013-08-15,36.13523864746094,36.1498804891427,35.981503498771,36.14255817197894,54800,-0.001820354268865,-0.0018220131271426668,-0.0160273316623263,BOND_BNDX,0.025517501137435682,0.0017412292339612345
2013-08-16,36.120601654052734,36.15720486684733,35.95222464108069,36.0986402849052,57400,-0.0004050614844696,-0.00040514354403290966,-0.0164259010920407,BOND_BNDX,0.02546964422463198,0.0017412292339612345
