date,price,high,low,open,volume,return,log_return,cumulative,asset
2017-06-30,64.78510284423828,64.83999633789062,64.57150268554688,64.65299987792969,0,0.0042348928013562,0.004225950879335,0.1421311166935694,FX_USDINR
2017-07-03,64.60679626464844,64.88999938964844,64.6050033569336,64.6104965209961,0,-0.002752277479879,-0.0027560719594484,0.1389876549420245,FX_USDINR
2017-07-04,64.84269714355469,64.9000015258789,64.69000244140625,64.83550262451172,0,0.0036513322521043,0.0036446823209861,0.1431464773012631,FX_USDINR
2017-07-05,64.7688980102539,64.9000015258789,64.66799926757812,64.78050231933594,0,-0.0011381255955068,-0.0011387737522783,0.141845433036033,FX_USDINR
2017-07-06,64.79139709472656,64.80000305175781,64.68000030517578,64.79049682617188,0,0.0003473748228524,0.0003473145021874,0.1422420813910587,FX_USDINR
2017-07-07,64.71330261230469,64.76000213623047,64.5,64.71549987792969,0,-0.0012053217853552,-0.0012060487698839,0.1408653121262086,FX_USDINR
2017-07-10,64.61170196533203,64.6155014038086,64.41000366210938,64.6155014038086,0,-0.0015700117730251,-0.0015712455330231,0.1390741401547346,FX_USDINR
2017-07-12,64.52559661865234,64.56999969482422,64.3499984741211,64.55549621582031,0,-0.0013326586989751,-0.0013335474782931,0.1375561430930798,FX_USDINR
2017-07-13,64.36499786376953,64.48419952392578,64.33999633789062,64.46800231933594,0,-0.0024889154583406,-0.0024920179573943,0.134724862023805,FX_USDINR
2017-07-14,64.42579650878906,64.4749984741211,64.22750091552734,64.45050048828125,0,0.0009445917352193,0.0009441458891857,0.1357967137502207,FX_USDINR
2017-07-17,64.26730346679688,64.41600036621094,64.25499725341797,64.41600036621094,0,-0.002460086651324,-0.0024631176365012,0.1330025554161062,FX_USDINR
2017-07-18,64.33000183105469,64.36299896240234,64.25749969482422,64.32980346679688,0,0.0009755872874019,0.0009751117114097,0.1341078983057642,FX_USDINR
2017-07-19,64.3062973022461,64.33999633789062,64.256103515625,64.30899810791016,0,-0.000368483260281,-0.0003685511669197,0.1336899985298858,FX_USDINR
2017-07-20,64.26329803466797,64.447998046875,64.26000213623047,64.260498046875,0,-0.0006686634028394,-0.0006688870579181,0.1329319415177039,FX_USDINR
2017-07-21,64.32499694824219,64.44000244140625,64.29000091552734,64.3655014038086,0,0.0009600956605266,0.0009596350634759,0.134019664558427,FX_USDINR
2017-07-24,64.46109771728516,64.4800033569336,64.3030014038086,64.37799835205078,0,0.0021158301671195,0.0021135949508083,0.1364190575748067,FX_USDINR
2017-07-25,64.36509704589844,64.44000244140625,64.33799743652344,64.36530303955078,0,-0.0014892807411961,-0.0014903908220441,0.1347266105584321,FX_USDINR
2017-07-26,64.4469985961914,64.44999694824219,64.30999755859375,64.37799835205078,0,0.0012724528362719,0.0012716439542651,0.1361704966524304,FX_USDINR
2017-07-27,64.3447036743164,64.3447036743164,64.05000305175781,64.34459686279297,0,-0.0015872720856398,-0.001588533136574,0.1343670849385665,FX_USDINR
2017-07-28,64.18499755859375,64.25,64.08000183105469,64.11799621582031,0,-0.0024820398044105,-0.0024851251715993,0.1315515406809357,FX_USDINR
2017-07-31,64.12349700927734,64.21299743652344,64.05000305175781,64.10549926757812,0,-0.0009581763909901,-0.0009586357354337,0.1304673147094668,FX_USDINR
2017-08-01,64.18949890136719,64.19000244140625,64.03569793701172,64.19000244140625,0,0.0010292933973998,0.0010287640381637,0.1316308972524738,FX_USDINR
2017-08-02,64.05580139160156,64.12999725341797,63.61000061035156,64.08550262451172,0,-0.0020828564181668,-0.0020850285803215,0.1292738725751354,FX_USDINR
2017-08-03,63.64059829711914,63.72999954223633,63.5629997253418,63.64030075073242,0,-0.0064818968065687,-0.0065029955222248,0.1219540358667492,FX_USDINR
2017-08-04,63.696998596191406,63.75,63.573001861572266,63.695499420166016,0,0.0008862314400148,0.0008858389687953,0.122948346807586,FX_USDINR
2017-08-07,63.66510009765625,63.869998931884766,63.65999984741211,63.66550064086914,0,-0.0005007849543645,-0.0005009103890287,0.1223859911709761,FX_USDINR
2017-08-08,63.830101013183594,63.86000061035156,63.612998962402344,63.83050155639648,0,0.0025917011875304,0.0025883485214974,0.1252948802771616,FX_USDINR
2017-08-09,63.70289993286133,63.90999984741211,63.682498931884766,63.682498931884766,0,-0.0019928071286616,-0.0019947954107352,0.1230523846178988,FX_USDINR
2017-08-10,63.887699127197266,64.16999816894531,63.84000015258789,63.85049819946289,0,0.0029009541878108,0.0028967545402407,0.1263103081361871,FX_USDINR
2017-08-11,64.13860321044922,64.25499725341797,64.02999877929688,64.08799743652344,0,0.0039272674815289,0.0039195758979537,0.1307336299834414,FX_USDINR
