date,price,high,low,open,volume,return,log_return,cumulative,asset
2020-04-16,48.1292610168457,48.1715829708608,48.086939062830595,48.146190444243366,2391000,0.0015853198587232,0.0015840645657148,0.3105732564794798,BOND_BNDX
2020-04-17,48.137699127197266,48.205416801634854,48.07844777654259,48.07844777654259,1872800,0.0001753218348523,0.0001753064677755,0.3108030285875143,BOND_BNDX
2020-04-20,48.04460144042969,48.12078222951584,47.97688697732937,48.11231913248728,1951000,-0.0019339870508056,-0.0019358596184992,0.3082679525040692,BOND_BNDX
2020-04-21,48.07000350952149,48.12078855628446,47.99382271041932,48.12078855628446,1511400,0.0005287184892832,0.0005285787669098,0.3089596579594948,BOND_BNDX
2020-04-22,47.934574127197266,48.01921802936846,47.92610779960541,48.00228860314264,1224600,-0.0028173366431603,-0.0028213128059227,0.3052718779507071,BOND_BNDX
2020-04-23,48.086936950683594,48.12925890283977,47.99382671856522,47.99382671856522,1517200,0.0031785579878529,0.0031735170515261,0.309420760304687,BOND_BNDX
2020-04-24,48.29008102416992,48.29008102416992,48.16311517450702,48.22236655014127,1570800,0.0042245168099324,0.004215618590443,0.3149524303178688,BOND_BNDX
2020-04-27,48.22236633300781,48.35779850941311,48.21390000569373,48.2562219553908,1976400,-0.0014022484478378,-0.0014032325182409,0.3131085403134748,BOND_BNDX
2020-04-28,48.374717712402344,48.40011023106301,48.24774866118481,48.24774866118481,1828300,0.0031593509605571,0.003154370698152,0.31725711104163,BOND_BNDX
2020-04-29,48.40858459472656,48.467835971363606,48.391655168693426,48.391655168693426,2492200,0.0007000946760158,0.0006998497240578,0.3181793157320143,BOND_BNDX
2020-04-30,48.48476028442383,48.56940740566302,48.45936776253083,48.51015603527434,4796100,0.0015735987807741,0.001572361971537,0.3202536010960919,BOND_BNDX
2020-05-01,48.43985748291016,48.56693080394922,48.422914157997695,48.54151420077613,1593900,-0.0009261219659592,-0.00092655108187,0.3190308852354799,BOND_BNDX
2020-05-04,48.473758697509766,48.52458545591013,48.45681536750639,48.516115406713325,1832100,0.0006998619806337,0.0006996171914435,0.3199540248033381,BOND_BNDX
2020-05-05,48.49068832397461,48.52457174279609,48.4398583483291,48.4398583483291,1704200,0.0003492534294791,0.0003491924546967,0.3204150232732554,BOND_BNDX
